Title,Artist,Creation Date,Image URL,Description,Price
Orchids and Rocks,Yi Ha-ŭng (also known as Taewŏn’gun),dated early autumn 1892,https://nrs.harvard.edu/urn-3:HUAM:51772_dynmc,"A royal prince, Yi Ha-ŭng was the father of King Ko-chong (r. 1864-1906), the last king of the Chosŏn dynasty (1392-1910). In addition to being an enlightened statesman, Yi was an accomplished painter and calligrapher who was unsurpassed in his mastery of orchid painting. Frequently depicted in literati paintings alongside rocks and boulders, the orchid appears graceful, elegant, and unaffected by its rough surroundings. The orchids and rocks in Yi's paintings typically enter the composition at dramatic angles and generally occupy only one corner or one side of a composition. 

Korean folding screens often have six panels, like those painted in Japan; more characteristically, however, Korean screens boast eight, ten, or even twelve panels. In some cases, a Korean screen may feature a single, unified composition that spreads across all its panels; in other instances--such as this one--each panel is conceived as an individual painting. The ten separate paintings that compose this screen are grouped in four pairs, with an individual composition mounted on the first and last panels of the screen. Each of the four pairs in the middle can be read as a single composition or as two separate paintings. Such visual double entendres held a special allure for Korean literati artists of the nineteenth and early twentieth century. This screen's large size and its royal authorship indicate that it was painted for one of the royal palaces.

Each painting bears a personal seal of the artist, rather than a seal with the artist's name or sobriquet. For example, the seal in the lower right corner of the ninth panel (second from the left) translates into the aphorism ""The best time to view a flower is when it is half open."" The other nine personal seal impressions vary from idiomatic phrases to humorous remarks on Daoism and Buddhism. In the very last panel at the far left, however, Yi Ha-ŭng signs and impresses two of his artist's seals to the painting, making the authorship of this important screen indisputable. His inscription translates as, ""Done by the seventy-three-year-old old man Sŏk-p'a in the early autumn of 1892.""
",1957.21
"Seated Chijang Posal (Chinese, Dizang Pusa; Sanskrit, Bodhisattva Ksitigarbha) Flanked by Monk Tomyŏng (Chinese, Daoming) and Demon King Mutŏk Kuiwang (Chinese, Wudu Guiwang) and Surrounded by the Ten Kings of Hell and Their Retinues",Unknown Artist,18th century,https://nrs.harvard.edu/urn-3:HUAM:772047,,9912.05
"C. Dixon Spangler, Jr. and Meredith Riggs Spangler",Benjamin F. Long,2000,,,2072.46
John Fitzgerald Kennedy (1917-1963),Germain Green Glidden,1961,,,5097.73
View on the Hudson,Christopher Pearse Cranch,c. 1853,https://nrs.harvard.edu/urn-3:HUAM:51610_dynmc,"

",9446.29
David Weisberger (1904-1966),Peter A. Dempsey,1969,,,5259.49
James Luther Adams (1901-1994),James Engerseth,1978,,,9483.74
"Boy and Dog, after ""The Donation of Constantine"" by Raphael",August Temmel,19th century,https://nrs.harvard.edu/urn-3:HUAM:INV020653_dynmc,,7824.84
"The Cat, the Weasel, and the Little Rabbit",A. B. Benjamin,1835,https://nrs.harvard.edu/urn-3:HUAM:INV208179_dynmc,,1996.05
Two Soldiers,Salvator Rosa,19th century,https://nrs.harvard.edu/urn-3:HUAM:INV009593_dynmc,,4440.73
Untitled (New York City),Ben Shahn,1932-1935,https://nrs.harvard.edu/urn-3:HUAM:LEG104735_dynmc,,1750.13
"Untitled (Division IX, May Day Parade, Communist Party route, Twenty-fifth Street between Fifth and Sixth Avenues, New York City)",Ben Shahn,"May 1, 1935",https://nrs.harvard.edu/urn-3:HUAM:LEG104427_dynmc,,5945.76
Hymns to the Night,Nikolai Makarov,1992,,,6880.53
Untitled,Cindy Sherman,1979-1989,,,5184.92
Incense Burner,Shiokawa Bunrin,"Late Edo-early Meiji period, mid 19th century",https://nrs.harvard.edu/urn-3:HUAM:VRS41265_dynmc,late Edo to early Meiji period,9087.82
Inscription (recto and verso),Frederic Leighton,19th century,https://nrs.harvard.edu/urn-3:HUAM:78616_dynmc,,6874.17
Hymns to the Night,Nikolai Makarov,1992,,,5985.74
Sergeant Kawasaki Crosses the River Taedongjiang Alone (Kawasaki gunsō tanshin Daidōkō o wataru),Mizuno Toshikata,"Meiji period, dated 1894",https://nrs.harvard.edu/urn-3:HUAM:INV016520_dynmc,,2494.39
Blank page; verso: Garden Arch,Frederic Leighton,19th century,https://nrs.harvard.edu/urn-3:HUAM:78601_dynmc,,3580.09
Album of Eight Landscapes by Yun Shou-p'ing,Yun Shouping 惲壽平,1683,https://nrs.harvard.edu/urn-3:HUAM:DDC236441_dynmc,,9652.99
"Untitled (May Day Parade, Communist Party route, Union Square, New York City)",Ben Shahn,"May 1, 1934",https://nrs.harvard.edu/urn-3:HUAM:LEG104430_dynmc,,8417.18
Rider Leading Two Work Horses,Ferdinand Mühlbacher,1887,https://nrs.harvard.edu/urn-3:HUAM:INV009587_dynmc,,1857.25
The Triumph of Humility,Cornelis Cort,1564,https://nrs.harvard.edu/urn-3:HUAM:INV188823_dynmc,,1833.3
Mother Instructing her Child about the Holy Family,Albert Schindler,19th century,https://nrs.harvard.edu/urn-3:HUAM:INV009585_dynmc,,2317.74
Blank page; verso: Garden Arch,Frederic Leighton,19th century,https://nrs.harvard.edu/urn-3:HUAM:78599_dynmc,,8594.35
Country Scene,Isami Doi,1933,https://nrs.harvard.edu/urn-3:HUAM:INV160463_dynmc,,9216.81
"Drawing for ""Guilty"" [""But yeah, I remember you with that girl.""]",Karl Stevens,2004,https://nrs.harvard.edu/urn-3:HUAM:INV008437_dynmc,,3278.49
Number 18,Liu Kuo Sung (Liu Guosong) 劉國松,1968,https://nrs.harvard.edu/urn-3:HUAM:763785,,6504.25
Two Female Figures; verso: blank page,Frederic Leighton,19th century,https://nrs.harvard.edu/urn-3:HUAM:78592_dynmc,,3473.95
Triptych: Beauties on Verandah Admiring Iris Pond,Katsukawa Shunkō,,https://nrs.harvard.edu/urn-3:HUAM:INV017856_dynmc,,5937.33
Fighting Mynah Birds,Unknown Artist,14th-17th century,https://nrs.harvard.edu/urn-3:HUAM:VRS44191_dynmc,,7231.97
"Pentaptych: Kabuki Actors from the play Hatsumombi Kuruwa Soga, performed at the Nakamura Theater from the second month of 1780",Katsukawa Shunshō 勝川春章,"Edo period, 1780 (2nd month)",https://nrs.harvard.edu/urn-3:HUAM:INV017823_dynmc,,9236.89
Untitled (New York City),Ben Shahn,1932-1935,https://nrs.harvard.edu/urn-3:HUAM:LEG104723_dynmc,,9946.03
Welcoming Descent of Amitâbha (Amida Raigō zu),Unknown Artist,"Nambokuchō period, 14th century",https://nrs.harvard.edu/urn-3:HUAM:758540,,3062.93
"Arhat (Rakan), Monk, and Sleeping Acolyte",Unknown Artist,"Muromachi period, 15th century",https://nrs.harvard.edu/urn-3:HUAM:VRS41038_dynmc,,9722.12
Rocks,Shōkadō Shōjō,"Late Momoyama to Early Edo period, early 17th century",https://nrs.harvard.edu/urn-3:HUAM:INV014169_dynmc,,9805.19
Second and Third Steps,William Wegman,1989,,,9637.24
"Introduction page for ""About A More Beautiful Death""",Werner Tübke,1981,,in slip case,3599.04
Architectural Study; verso: Sketches of Vessels,Frederic Leighton,19th century,https://nrs.harvard.edu/urn-3:HUAM:78608_dynmc,,2912.13
Untitled,Stephen Cox,1977,,,4832.47
"Standing Warrior from the ""Vision of Constantine"" by Raphael",August Temmel,19th century,https://nrs.harvard.edu/urn-3:HUAM:INV020644_dynmc,,7231.23
"Untitled (Tarcher's, New York)",Ben Shahn,1933-1935,https://nrs.harvard.edu/urn-3:HUAM:LEG104699_dynmc,,8081.87
Alice Lush,Robert Austin,1928,https://nrs.harvard.edu/urn-3:HUAM:INV203138_dynmc,,8071.79
"Detail from the ""Expulsion of Heliodorus"" by Raphael",August Temmel,19th century,https://nrs.harvard.edu/urn-3:HUAM:INV020641_dynmc,,3614.13
Hymns to the Night,Nikolai Makarov,1992,,,2792.63
Landscape,Shitao (Zhu Ruoji) 石濤 (朱若極),17th-18th century,https://nrs.harvard.edu/urn-3:HUAM:VRS41020_dynmc,,1018.23
Inscription,Lewis W. Rubenstein,1931 - 1932,,,5431.87
"Paysage Humain, no. 19",Josaku Maeda,"Shōwa period, circa 1960",,,6863.17
"Detail from the ""Expulsion of Heliodorus"" by Raphael",August Temmel,19th century,https://nrs.harvard.edu/urn-3:HUAM:INV020656_dynmc,,1936.42
"The Libyan Sibyl, after Michelangelo",August Temmel,19th century,https://nrs.harvard.edu/urn-3:HUAM:INV020648_dynmc,,4499.61
"Untitled (Artists' Union demonstration, Spanish Consulate, near Madison Avenue and East Fifty-third Street, New York City)",Ben Shahn,Spring 1935,https://nrs.harvard.edu/urn-3:HUAM:LEG104500_dynmc,,7818.51
Scholar at Leisure Beneath a Willow Tree,Unknown Artist,17th-18th century,https://nrs.harvard.edu/urn-3:HUAM:LEG260968,,3963.96
Untitled (New York City),Ben Shahn,1932-1934,https://nrs.harvard.edu/urn-3:HUAM:LEG104698_dynmc,,9619.23
Inscription (recto and verso),Frederic Leighton,19th century,https://nrs.harvard.edu/urn-3:HUAM:78603_dynmc,,1373.7
"Untitled (South Street pier, New York City)",Ben Shahn,1932-1934,https://nrs.harvard.edu/urn-3:HUAM:LEG104744_dynmc,,8285.65
"Untitled (Tarcher's, New York)",Ben Shahn,1933-1935,https://nrs.harvard.edu/urn-3:HUAM:LEG104418_dynmc,,2009.7
Landscape After Wu Zhen (1280-1354),Yun Shouping 惲壽平,1683,https://nrs.harvard.edu/urn-3:HUAM:DDC251250_dynmc,,2671.23
"Untitled (Division IX, May Day Parade, Communist Party route, Twenty-fifth Street between Fifth and Sixth Avenues, New York City)",Ben Shahn,"May 1, 1935",https://nrs.harvard.edu/urn-3:HUAM:LEG104425_dynmc,,5545.64
"""Golden Butterflies"" wallpaper design from the portfolio ""Surface Decoration""",Koloman Moser,1902,https://nrs.harvard.edu/urn-3:HUAM:DDC250293_dynmc,,9887.58
"Untitled (May Day Parade, Communist Party route, New York City)",Ben Shahn,"May 1, 1934",https://nrs.harvard.edu/urn-3:HUAM:LEG104434_dynmc,,7696.79
"Untitled (South Street pier, New York City)",Ben Shahn,1932-1935,https://nrs.harvard.edu/urn-3:HUAM:LEG104749_dynmc,,1753.33
"Head of a Muse, after ""Parnassus"" by Raphael",August Temmel,19th century,https://nrs.harvard.edu/urn-3:HUAM:INV020626_dynmc,,9364.95
LANDSCAPE,Wang Chen 王宸,,https://nrs.harvard.edu/urn-3:HUAM:VRS40944_dynmc,,1354.38
Summer Landscape,Tani Bunchō 谷文晁,"Late Edo period, 1818",https://nrs.harvard.edu/urn-3:HUAM:VRS41614_dynmc,,5811.98
"""Waves of the Danube"" wall decoration for a bathroom from the portfolio ""Surface Decoration""",Koloman Moser,1902,https://nrs.harvard.edu/urn-3:HUAM:DDC250301_dynmc,,6460.18
Four Gentlemen Discussing a Pedestal,Unidentified Artist,1830,https://nrs.harvard.edu/urn-3:HUAM:INV009595_dynmc,,1639.53
Alice Lush,Robert Austin,1928,https://nrs.harvard.edu/urn-3:HUAM:INV203139_dynmc,,5716.37
Untitled (New York City),Ben Shahn,1932-1935,https://nrs.harvard.edu/urn-3:HUAM:LEG104725_dynmc,,8353.18
"Untitled (South Street pier, New York City)",Ben Shahn,1932-1935,https://nrs.harvard.edu/urn-3:HUAM:LEG104747_dynmc,,7681.28
"Eve Taking the Forbidden Fruit, after Michelangelo",August Temmel,19th century,https://nrs.harvard.edu/urn-3:HUAM:INV020654_dynmc,,8862.66
Abraham Lincoln (1809-1865) and Thomas Lincoln (1853-1871),Brady's National Portrait Gallery,1864,https://nrs.harvard.edu/urn-3:HUAM:INV021580_dynmc,,2253.89
Deep Mountains in Autumn Rain,Ikeno Taiga 池大雅,"Mid Edo period, mid 18th century",https://nrs.harvard.edu/urn-3:HUAM:VRS19431_dynmc,,9644.5
Attacking Pyongyang: The Japanese Army Forged through the Enemy Stronghold (Heijō Kōgeki waga gun tekiruio nuku),Mizuno Toshikata,"Meiji period, dated 1894",https://nrs.harvard.edu/urn-3:HUAM:INV016330_dynmc,,7280.2
"Untitled (South Street pier, New York City)",Ben Shahn,1932-1934,https://nrs.harvard.edu/urn-3:HUAM:LEG104746_dynmc,,2595.22
"Untitled (Tarcher's, New York)",Ben Shahn,1933-1935,https://nrs.harvard.edu/urn-3:HUAM:LEG104423_dynmc,,1520.47
"Untitled (South Street pier, New York City)",Ben Shahn,1932-1935,https://nrs.harvard.edu/urn-3:HUAM:LEG104752_dynmc,,3394.5
Sâkyamuni Buddha and Scenes from the Lives of Lamaist Saints,Unknown Artist,18th century-19th century,https://nrs.harvard.edu/urn-3:HUAM:VRS49146_dynmc,,3705.63
Flight into Egypt,Joseph Bayer,1830,https://nrs.harvard.edu/urn-3:HUAM:INV009584_dynmc,,1491.58
Withered Banana Tree and Sparrows,Sakaguchi Issō,20th century,,,2039.37
"Untitled (Fourteenth Street, New York City)",Ben Shahn,1932-1934,https://nrs.harvard.edu/urn-3:HUAM:LEG104731_dynmc_dynmc,,6914.23
"Untitled (Tarcher's, New York)",Ben Shahn,1933-1935,https://nrs.harvard.edu/urn-3:HUAM:LEG104421_dynmc,,3079.68
Advancing across the Ansong River at the Battle of Asan,Kobayashi Kiyochika 小林清親,1894 (Meiji 27),https://nrs.harvard.edu/urn-3:HUAM:790197,"Left sheet of triptych: 1944.5.19.1 (right), 1944.5.19.2 (center), 1944.5.19.3 (left)",6682.25
First Division Approaching Fengtian (Daiichigun Hōten-fu shingeki no zu),Ogata Gekkō,"Meiji period, dated 1894",https://nrs.harvard.edu/urn-3:HUAM:INV016240_dynmc,,4682.95
Figure Studies; verso: Sketch,Frederic Leighton,19th century,https://nrs.harvard.edu/urn-3:HUAM:78612_dynmc,,3644.54
"Untitled (Artists' Union demonstration, Spanish Consulate, near Madison Avenue and East Fifty-third Street, New York City)",Ben Shahn,Spring 1935,https://nrs.harvard.edu/urn-3:HUAM:LEG104503_dynmc,,8921.37
Untitled,Stephen Cox,1977,,,3478.09
Untitled,Theodore Roszak,1937-1941,,,6055.15
Morocco 328,Aaron Siskind,1982,,,5143.18
"Triptych: Okuko Hikozaemon Protects the Tokugawa Shogun from the Spear of Goro Matabei Mototsugu, from the series ""The Siege of Osaka"" (Osaka Gunki no Uchi)",Tsukioka Yoshitoshi 月岡芳年,"Meiji period, datable to 1884",https://nrs.harvard.edu/urn-3:HUAM:INV017637_dynmc,,1779.88
The Capture of Kidomaru by Minamoto no Raikō (Minamoto no Yorimitsu; Kidōmaru),Utagawa Kuniyoshi 歌川国芳,"Late Edo period, 19th century",https://nrs.harvard.edu/urn-3:HUAM:INV017621_dynmc,,7779.27
Sleigh Ride,Unknown Artist,19th century,https://nrs.harvard.edu/urn-3:HUAM:INV009588_dynmc,,4989.06
Inscription; verso: Architectural Profile and Inscription,Frederic Leighton,19th century,https://nrs.harvard.edu/urn-3:HUAM:78618_dynmc,,4037.95
"Untitled (South Street pier, New York City)",Ben Shahn,1932-1934,https://nrs.harvard.edu/urn-3:HUAM:LEG104745_dynmc,,8087.94
Triptych: Three Women with Musical Instruments (Sankyoku),Yashima Gakutei 八島岳亭,"Edo period, probably 1822 (Year of the Horse)",https://nrs.harvard.edu/urn-3:HUAM:INV017843_dynmc,,3488.07
Spring Orchid,Unknown Artist,19th-20th century,https://nrs.harvard.edu/urn-3:HUAM:VRS19503_dynmc,,6121.68
"Actors Ichikawa Monnosuke II (right), Iwai Hanshirō IV (center), and Onoe Matsusuke I (left)",Katsukawa Shunkō,c. 1780 (An'ei 9),https://nrs.harvard.edu/urn-3:HUAM:760892,"Triptych: 1933.4.804 (right), 1933.4.805 (center), 1933.4.806 (left)
Play: Tsuma Mukae Koshiji no Fumizuki",6050.63
"Raphael's Loggia in the Vatican (Le loggie di Rafaele nel Vaticano), Part 1",Giovanni Ottaviani,18th century,https://nrs.harvard.edu/urn-3:HUAM:INV208106_dynmc,,8163.67
"The Delphic Sibyl, after Michelangelo",August Temmel,19th century,https://nrs.harvard.edu/urn-3:HUAM:INV020649_dynmc,,4330.31
The Capture of Kidomaru by Minamoto no Raikō (Minamoto no Yorimitsu; Kidōmaru),Utagawa Kuniyoshi 歌川国芳,"Late Edo period, 19th century",https://nrs.harvard.edu/urn-3:HUAM:INV017623_dynmc,,8305.99
Untitled (New York City),Ben Shahn,1932-1935,https://nrs.harvard.edu/urn-3:HUAM:LEG104734_dynmc,,1297.89
Zhang Yiniang Pinning Her Hair,Hua Yan 華喦,1724,https://nrs.harvard.edu/urn-3:HUAM:VRS41036_dynmc,,9107.13
Officer in the Austrian Army,Unidentified Artist,c. 1860,https://nrs.harvard.edu/urn-3:HUAM:INV009592_dynmc,,2625.65
Captain Matsuzaki Crossing Anjō Reveals His Great Bravery (Anjō o watari Daigekisen Matsuzaki Taii yūmō),Mizuno Toshikata,"Meiji period, dated 1894",https://nrs.harvard.edu/urn-3:HUAM:790189,,4457.54
Landscape After Li Tang (ca. 1070-ca. 1150),Yun Shouping 惲壽平,1683,https://nrs.harvard.edu/urn-3:HUAM:DDC251244_dynmc,,3469.37
Inscription; verso: Studies of Ceramics,Frederic Leighton,19th century,https://nrs.harvard.edu/urn-3:HUAM:78590_dynmc,,5253.01
Disappearing Music for Face,Mieko (Chieko) Shiomi,late 1960s,,"The ""Disappearing Music for Face"" flipbook was produced by Maciunas using stills from the fluxfilm of the same name. The film is of a smile (Yoko Ono) filmed (by Peter Moore) with a high-speed camera. When projected at normal speed, the effect is of extreme slow-motion. Maciunas had hoped to produce a number of flipbook versions of Fluxfilms, but only this and Dick Higgins's ""Invocation of Canyons and Boulders"" were made. See also George Brecht's flipbook ""Nutbone: A Yamfest Movie"", included in ""Flux Year Box 2"" (M26448.2).",8080.48
Untitled (New York City),Ben Shahn,1932-1935,https://nrs.harvard.edu/urn-3:HUAM:LEG104726_dynmc,,7676.36
"""Time of Ripening"" design for a wall hanging from the portfolio ""Surface Decoration""",Koloman Moser,1902,https://nrs.harvard.edu/urn-3:HUAM:DDC250299_dynmc,,8309.81
"Adam, after Michelangelo",August Temmel,19th century,https://nrs.harvard.edu/urn-3:HUAM:INV020657_dynmc,,3612.13
Architectural Decoration; verso: Monumental Gate,Frederic Leighton,19th century,https://nrs.harvard.edu/urn-3:HUAM:78559_dynmc,Part of page has been torn off.,2550.96
"Flying Snow in the Mountains, After Li Cheng",Sun Jin 孫金,1783,https://nrs.harvard.edu/urn-3:HUAM:785060,,6681.42
Man's Shirt (BLINK),Alison Knowles,1964,,"This shirt belonged to Peter Moore. It was worn by him as an everyday item of clothing before being printed by Knowles as part of the Fluxhall concert on May 9, 1964 (see announcement in V TRE no. 4, March 1964).",5406.77
"Untitled (Civil Works Administration demonstration, New York City)",Ben Shahn,December 1933-March 1934,https://nrs.harvard.edu/urn-3:HUAM:LEG104490_dynmc,,1742.61
Emblematic Portrait of a Child Playing Darts,Unidentified Artist,19th century,https://nrs.harvard.edu/urn-3:HUAM:INV009597_dynmc,,5883.52
PARADISE SCENE,Unknown Artist,18th-19th century,https://nrs.harvard.edu/urn-3:HUAM:VRS41651_dynmc,,7788.15
"Untitled (South Street pier, New York City)",Ben Shahn,1932-1935,https://nrs.harvard.edu/urn-3:HUAM:LEG104756_dynmc,,8052.0
Jacopo de' Barbari about to draw the Lion,Leonard Baskin,20th century,,,8755.51
Hymns to the Night,Nikolai Makarov,1992,,,7216.5
"Monsieur de Chamilly Marechal de France, Gouverneur de Strasbourg",Antoine Trouvain,c. 1695,https://nrs.harvard.edu/urn-3:HUAM:INV182704_dynmc,,8134.64
"Untitled (Fourteenth Street, New York City)",Ben Shahn,1932-1935,https://nrs.harvard.edu/urn-3:HUAM:LEG104733_dynmc,,8562.11
Landscape,Munakata Shikō 棟方志功,1940,https://nrs.harvard.edu/urn-3:HUAM:779096,,9446.39
General Sherman and His Staff,Brady's National Portrait Gallery,c. 1865,https://nrs.harvard.edu/urn-3:HUAM:755911,,1261.88
"Bauhaus Housing Development ""Am Horn,"" Weimar, 1920-1922: Models",Walter Gropius,c. 1920-1922,https://nrs.harvard.edu/urn-3:HUAM:APC0054_dynmc,,8031.12
"Untitled (Statue of Liberty, New York City)",Ben Shahn,1934-1935,https://nrs.harvard.edu/urn-3:HUAM:LEG104739_dynmc,,5139.92
Landscape after Cao Zhibo (1272-1355),Yun Shouping 惲壽平,1683,https://nrs.harvard.edu/urn-3:HUAM:DDC251236_dynmc,,1665.66
"Head of Aristotle, after ""The School of Athens"" by Raphael",August Temmel,19th century,https://nrs.harvard.edu/urn-3:HUAM:INV020625_dynmc,,9626.75
La Rosa,Luis González Palma,1994,,,1376.59
Mountain Landscape,Shūgetsu Tōkan,"Edo period, 18th-19th century",https://nrs.harvard.edu/urn-3:HUAM:INV042925_dynmc,,4379.53
The Capture of Kidomaru by Minamoto no Raikō (Minamoto no Yorimitsu; Kidōmaru),Utagawa Kuniyoshi 歌川国芳,"Late Edo period, 19th century",https://nrs.harvard.edu/urn-3:HUAM:INV017622_dynmc,,8807.7
"Untitled (U.S. General Post Office, 31st Street and 8th Avenue, New York City)",Ben Shahn,1932-1934,https://nrs.harvard.edu/urn-3:HUAM:LEG104763_dynmc_dynmc,,8747.11
Lotus Pond,Kusumi Morikage,19th century,https://nrs.harvard.edu/urn-3:HUAM:VRS43180_dynmc,,7755.74
The Triumph of Pride,Cornelis Cort,1564,https://nrs.harvard.edu/urn-3:HUAM:INV188818_dynmc,,1465.82
"Untitled (Artists' Union demonstration, Spanish Consulate, near Madison Avenue and East Fifty-third Street, New York City)",Ben Shahn,Spring 1935,https://nrs.harvard.edu/urn-3:HUAM:LEG104498_dynmc,,6775.88
"Untitled (South Street pier, New York City)",Ben Shahn,1932-1934,https://nrs.harvard.edu/urn-3:HUAM:LEG104754_dynmc,,9071.51
Album of Chinese Export Paintings: Butterflies and Flowers,Unknown Artist,19th century,https://nrs.harvard.edu/urn-3:HUAM:INV006373_dynmc,,4250.27
Landscape No. 151,C. C. Wang (Chi-Chien Wang) 王己千,March 1972,,,7279.81
Paris,Joseph Hecht,1933,,,5933.07
Album of Chinese Export Paintings: Fruits and Nuts,Unknown Artist,19th century,https://nrs.harvard.edu/urn-3:HUAM:INV006371_dynmc,,5390.49
"Psyche and Hermes, after the ""Wedding of Cupid and Psyche"" by Raphael, Villa Farnesina",August Temmel,19th century,https://nrs.harvard.edu/urn-3:HUAM:INV020673_dynmc,,7513.35
"Untitled (South Street pier, New York City)",Ben Shahn,1932-1935,https://nrs.harvard.edu/urn-3:HUAM:LEG104741_dynmc,,8908.3
Triptych: Street Scene with Geisha and Courtesan (Totō Han'ei no zu),Utagawa Yoshikazu,"Late Edo period, circa 1855",https://nrs.harvard.edu/urn-3:HUAM:INV017611_dynmc,,5233.82
Hymns to the Night,Nikolai Makarov,1992,,,4784.21
Blank page; verso: Study of a Seated Woman,Frederic Leighton,19th century,https://nrs.harvard.edu/urn-3:HUAM:78598_dynmc,,7045.6
First Division Approaching Fengtian (Daiichigun Hōten-fu shingeki no zu),Ogata Gekkō,"Meiji period, dated 1894",https://nrs.harvard.edu/urn-3:HUAM:INV016239_dynmc,,3338.85
L'Optique Moderne,Daniel Spoerri,1963,,"This edition was originally planned at 700 copies, although Maciunas, reacting to reports that they were so badly printed as to be unsellable, seems to have duped the printer out of payment, and in the process only managed to collect 300 copies, abandoning the other 400.",3437.98
Landscape After Juran (active ca. 960-965),Yun Shouping 惲壽平,1683,https://nrs.harvard.edu/urn-3:HUAM:DDC251240_dynmc,,3979.34
LANDSCAPE WITH SCHOLAR AND CRANES,Unknown Artist,,https://nrs.harvard.edu/urn-3:HUAM:INV015027_dynmc,,3757.63
Battle at Jinzhoucheng on the Road to Port Arthur,Kobayashi Kiyochika 小林清親,1894 (Meiji 27),https://nrs.harvard.edu/urn-3:HUAM:790182,"Right sheet of triptych: 1944.5.10.1 (right), 1944.5.10.2 (center), 1944.5.10.3 (left)",5977.08
"Untitled (South Street pier, New York City)",Ben Shahn,1932-1935,https://nrs.harvard.edu/urn-3:HUAM:LEG104755_dynmc,,4591.59
"Untitled (Fourteenth Street, New York City)",Ben Shahn,1932-1935,https://nrs.harvard.edu/urn-3:HUAM:LEG104732_dynmc,,9022.98
"Aaron Siskind, Pawtucket, RI",James Weinstein,1987,,,7071.3
"Landscape After Oubo Laoren (Zhao Mengfu, 1254-1322)",Yun Shouping 惲壽平,1683,https://nrs.harvard.edu/urn-3:HUAM:DDC251238_dynmc,,5542.33
Architect Presenting his Plans for the Tower of Babel,Unidentified Artist,18th century,https://nrs.harvard.edu/urn-3:HUAM:INV009600_dynmc,,2995.47
Fuyu,Kumi Sugai 菅井汲,1960,,,4315.91
Untitled,Stephen Cox,1977,,,5551.78
Grapefruit,Yoko Ono,1964,https://nrs.harvard.edu/urn-3:HUAM:INV178777_dynmc,,4375.15
"""Starflower"" endpaper design from the portfolio ""Surface Decoration""",Koloman Moser,1902,https://nrs.harvard.edu/urn-3:HUAM:DDC250305_dynmc,,4073.94
"Untitled (Tarcher's, New York)",Ben Shahn,1933-1935,https://nrs.harvard.edu/urn-3:HUAM:LEG104721_dynmc,,2969.29
Goddess Lha mo Riding a Horse,Unknown Artist,18th century,https://nrs.harvard.edu/urn-3:HUAM:VRS18882_dynmc,,4854.24
"Untitled (South Street pier, New York City)",Ben Shahn,1932-1935,https://nrs.harvard.edu/urn-3:HUAM:LEG104766_dynmc,,6108.87
Rooster,Itō Jakuchū 伊藤若冲,,https://nrs.harvard.edu/urn-3:HUAM:VRS40175_dynmc,,8825.75
La Caricature X,Various Artists,1835,https://nrs.harvard.edu/urn-3:HUAM:INV208177_dynmc,,2733.73
Fisherman in a Storm,Gao Qipei 高其佩,perhaps 18th century,https://nrs.harvard.edu/urn-3:HUAM:VRS41022_dynmc,,1829.76
"Untitled (Fifteenth Street, New York City)",Ben Shahn,1932-1935,https://nrs.harvard.edu/urn-3:HUAM:LEG104728_dynmc,,2703.35
Night Patrol in the Snow near Niu-chuang (Gyūsō fukin setsuya no sekkō),Kobayashi Kiyochika 小林清親,"Meiji period,",https://nrs.harvard.edu/urn-3:HUAM:INV016598_dynmc,,1860.17
"Untitled (South Street pier, New York City)",Ben Shahn,1932-1935,https://nrs.harvard.edu/urn-3:HUAM:LEG104765_dynmc,,4468.64
Blank page; verso: Hanging Basket,Frederic Leighton,19th century,https://nrs.harvard.edu/urn-3:HUAM:78578_dynmc,,4651.76
Winter Landscape,Guo Zhongshu 郭忠恕,,https://nrs.harvard.edu/urn-3:HUAM:VRS41040_dynmc,,4558.09
Battle at Jinzhoucheng on the Road to Port Arthur,Kobayashi Kiyochika 小林清親,1894 (Meiji 27),https://nrs.harvard.edu/urn-3:HUAM:790191,"Left sheet of triptych: 1944.5.10.1 (right), 1944.5.10.2 (center), 1944.5.10.3 (left)",2675.64
"Untitled (South Street pier, New York City)",Ben Shahn,1932-1935,https://nrs.harvard.edu/urn-3:HUAM:LEG104759_dynmc,,5150.96
Ichikawa Danjūrō IX as Musashibō Benkei in The Subscription List (Kanjinchō),Tsukioka Yoshitoshi 月岡芳年,1890,https://nrs.harvard.edu/urn-3:HUAM:767172,,5770.49
Architectural and Ornament Studies; verso: Inscription,Frederic Leighton,19th century,https://nrs.harvard.edu/urn-3:HUAM:78620_dynmc,,2782.47
Portrait of Poetess Uma no Naishi,Unknown Artist,14th century,https://nrs.harvard.edu/urn-3:huam:LEG008914_dynmc,,3143.84
"Mercury Carrying Psyche to Olympus, after Raphael, Villa Farnesina",August Temmel,19th century,https://nrs.harvard.edu/urn-3:HUAM:INV020643_dynmc,,4509.14
"Head of Adam van N------, after Van Dyck",Unidentified Artist,19th century,https://nrs.harvard.edu/urn-3:HUAM:INV020636_dynmc,,3058.15
"Braving the Snow, Our Troops Capture the Stronghold at Weihaiwei",Kobayashi Kiyochika 小林清親,1895 (Meiji 28),https://nrs.harvard.edu/urn-3:HUAM:INV016393_dynmc,"Right sheet of triptych: 1944.5.6.1 (right), 1944.5.6.2 (center), 1944.5.6.3 (left)",7131.49
Album of Chinese Export Paintings: Insects,Unknown Artist,,https://nrs.harvard.edu/urn-3:HUAM:CARP10639_dynmc,,3500.84
